date,ticker,open,close,volume,daily_return_pct,market_direction
04-27-2012,ITA,28.6452253105193,28.768972396850586,18200,0.432,green
04-30-2012,ITA,28.700704273102513,28.5172176361084,17200,-0.6393,red
05-01-2012,ITA,28.530009491147815,28.6153507232666,4600,0.2991,green
05-02-2012,ITA,28.423333240618135,28.576950073242188,20000,0.5405,green
05-03-2012,ITA,28.56841693904898,28.33372688293457,9400,-0.8215,red
05-04-2012,ITA,28.244104801425234,27.907001495361328,18200,-1.1935,red
05-07-2012,ITA,27.79179378944901,27.808862686157227,12000,0.0614,green
05-08-2012,ITA,27.591239782418356,27.697917938232422,8200,0.3866,green
05-09-2012,ITA,27.41202045980204,27.326679229736328,20000,-0.3113,red
05-10-2012,ITA,27.441891226053773,27.301076889038086,12200,-0.5131,red
05-11-2012,ITA,27.39494656139081,27.262666702270508,12600,-0.4829,red
05-14-2012,ITA,27.049313790905543,27.09625244140625,17800,0.1735,green
05-15-2012,ITA,27.096256457858306,26.972509384155273,44000,-0.4567,red
05-16-2012,ITA,27.087722235571412,26.810359954833984,18200,-1.0239,red
05-17-2012,ITA,26.643937645658454,26.259897232055664,24400,-1.4414,red
05-18-2012,ITA,26.336704058377034,26.029470443725586,44200,-1.1666,red
05-21-2012,ITA,26.20442377261796,26.528724670410156,19800,1.2376,green
05-22-2012,ITA,26.63540958290157,26.481794357299805,4400,-0.5767,red
05-23-2012,ITA,26.26416136266812,26.545791625976562,14600,1.0723,green
05-24-2012,ITA,26.56713499755095,26.47752571105957,10400,-0.3373,red
05-25-2012,ITA,26.49031950736743,26.32390022277832,3800,-0.6282,red
05-29-2012,ITA,26.5415222789208,26.58846092224121,46800,0.1768,green
05-30-2012,ITA,26.443388276191186,26.464723587036133,3600,0.0807,green
05-31-2012,ITA,26.328168524934767,26.3623046875,1800,0.1297,green
06-01-2012,ITA,25.88866270295198,25.67530632019043,18000,-0.8241,red
06-04-2012,ITA,25.74358015108732,25.585695266723633,17800,-0.6133,red
06-05-2012,ITA,25.581432550680052,25.636905670166016,7200,0.2168,green
06-06-2012,ITA,26.038007452813776,26.234294891357422,8000,0.7538,green
06-07-2012,ITA,26.550060041594136,26.494586944580078,99800,-0.2089,red
06-08-2012,ITA,26.366571912065417,26.498851776123047,6200,0.5017,green
06-11-2012,ITA,26.584203352536804,26.41778564453125,24400,-0.626,red
06-12-2012,ITA,26.379376568014536,26.695144653320312,3800,1.197,green
06-13-2012,ITA,26.486061888128123,26.383651733398438,3600,-0.3867,red
06-14-2012,ITA,26.39217645904616,26.507389068603516,18400,0.4365,green
06-15-2012,ITA,26.618331940609046,26.60126304626465,6000,-0.0641,red
06-18-2012,ITA,26.682342303996375,26.823158264160156,38800,0.5277,green
06-19-2012,ITA,26.927665443424214,27.214632034301758,4400,1.0657,green
06-20-2012,ITA,27.10754654294722,27.12896156311035,3200,0.079,green
06-21-2012,ITA,27.17180186576616,26.66211700439453,6800,-1.8758,red
06-22-2012,ITA,26.897684141062438,26.794891357421875,11800,-0.3822,red
06-25-2012,ITA,26.48650734760409,26.417978286743164,11400,-0.2587,red
06-26-2012,ITA,26.460807913392546,26.353731155395508,8400,-0.4047,red
06-27-2012,ITA,26.383717760682696,26.679250717163086,9800,1.1201,green
06-28-2012,ITA,26.465095767265883,26.49507713317871,4800,0.1133,green
06-29-2012,ITA,26.89768281684337,27.411651611328125,5600,1.9108,green
07-02-2012,ITA,27.450194653124885,27.325986862182617,32800,-0.4525,red
07-03-2012,ITA,27.38595013059037,27.55727195739746,5000,0.6256,green
07-05-2012,ITA,27.582974929742985,27.62152099609375,7400,0.1397,green
07-06-2012,ITA,27.330269650281974,27.24460792541504,3800,-0.3134,red
07-09-2012,ITA,27.18892989563511,27.23604393005371,7600,0.1733,green
07-10-2012,ITA,27.43307033494951,26.987628936767578,2400,-1.6237,red
07-11-2012,ITA,26.9019680831442,26.653549194335938,9000,-0.9234,red
07-12-2012,ITA,26.465095767265883,26.49507713317871,7600,0.1133,green
07-13-2012,ITA,26.897678958864855,27.02617073059082,8800,0.4777,green
07-16-2012,ITA,26.876266730593105,26.906248092651367,5400,0.1116,green
07-17-2012,ITA,26.84629543571203,26.863428115844727,8400,0.0638,green
07-18-2012,ITA,26.88055111589776,27.287443161010742,19800,1.5137,green
07-19-2012,ITA,27.565840635315134,27.548707962036133,4000,-0.0622,red
07-20-2012,ITA,27.39879896374106,27.2017765045166,8200,-0.7191,red
07-23-2012,ITA,26.85056661167516,26.820585250854492,49000,-0.1117,red
07-24-2012,ITA,26.65783299231298,26.447961807250977,13000,-0.7873,red
07-25-2012,ITA,26.559319765360524,26.537904739379883,12400,-0.0806,red
07-26-2012,ITA,26.983343180736476,26.73492431640625,7600,-0.9206,red
07-27-2012,ITA,26.807731359079455,27.12896156311035,6800,1.1983,green
07-30-2012,ITA,27.09470558166504,27.09470558166504,14000,0.0,green
07-31-2012,ITA,27.184648895313146,27.034740447998047,8800,-0.5514,red
08-01-2012,ITA,27.009043597633884,26.74777603149414,25400,-0.9673,red
08-02-2012,ITA,26.52077710344155,26.516494750976562,11000,-0.0161,red
08-03-2012,ITA,26.632125579563684,27.12896156311035,11800,1.8656,green
08-06-2012,ITA,27.197496779617133,27.12040138244629,3600,-0.2835,red
08-07-2012,ITA,27.31314579943224,27.540149688720703,17600,0.8311,green
08-08-2012,ITA,27.415934079143458,27.578689575195312,7400,0.5937,green
08-09-2012,ITA,27.6515078659324,27.732887268066406,2600,0.2943,green
08-10-2012,ITA,27.55727627352469,27.660072326660156,10200,0.373,green
08-13-2012,ITA,27.66007311198269,27.60439109802246,9400,-0.2013,red
08-14-2012,ITA,27.638655543215336,27.523014068603516,16000,-0.4184,red
08-15-2012,ITA,27.368819091612785,27.55727195739746,4400,0.6886,green
08-16-2012,ITA,27.56583146317545,27.82281494140625,7800,0.9323,green
08-17-2012,ITA,27.882790522959475,28.006999969482422,7800,0.4455,green
08-20-2012,ITA,27.959878294985952,28.109785079956055,6200,0.5361,green
08-21-2012,ITA,28.18260856702659,28.01984977722168,21000,-0.5775,red
08-22-2012,ITA,27.994146898572914,27.80569076538086,14000,-0.6732,red
08-23-2012,ITA,27.574407706524404,27.510164260864258,15400,-0.233,red
08-24-2012,ITA,27.424506610399554,27.608678817749023,2600,0.6716,green
08-27-2012,ITA,27.72003918506586,27.587265014648438,11800,-0.479,red
08-28-2012,ITA,27.578691193671737,27.65150260925293,3800,0.264,green
08-29-2012,ITA,27.617244502237433,27.685771942138672,1600,0.2481,green
08-30-2012,ITA,27.5101669548983,27.454484939575195,5000,-0.2024,red
08-31-2012,ITA,27.70289385543698,27.634363174438477,4400,-0.2474,red
09-04-2012,ITA,27.638653538149466,27.48446273803711,7200,-0.5579,red
09-05-2012,ITA,27.497316361661778,27.540149688720703,19200,0.1558,green
09-06-2012,ITA,27.76715236942973,28.088382720947266,9800,1.1569,green
09-07-2012,ITA,28.156900675345458,28.22971534729004,17800,0.2586,green
09-10-2012,ITA,28.066962120722447,27.95132064819336,6200,-0.412,red
09-11-2012,ITA,27.981296793497,28.01127815246582,11600,0.1071,green
09-12-2012,ITA,28.049828702015535,28.105510711669922,29400,0.1985,green
09-13-2012,ITA,28.066970359132675,28.388200759887695,5000,1.1445,green
09-14-2012,ITA,28.216869762556225,28.525251388549805,13000,1.0929,green
09-17-2012,ITA,28.503839707331363,28.392478942871094,6000,-0.3907,red
09-18-2012,ITA,28.371065058283076,28.375349044799805,7400,0.0151,green
09-19-2012,ITA,28.41817910679427,28.375349044799805,26800,-0.1507,red
09-20-2012,ITA,28.28540379824806,28.22115707397461,2800,-0.2271,red
09-21-2012,ITA,28.409606591748425,28.341075897216797,5600,-0.2412,red
09-24-2012,ITA,28.229721524342345,28.14834213256836,8000,-0.2883,red
09-25-2012,ITA,28.105782217644922,27.96394157409668,25200,-0.5047,red
09-26-2012,ITA,27.882283430470387,27.903772354125977,14200,0.0771,green
09-27-2012,ITA,28.02411834462081,28.13587188720703,4400,0.3988,green
09-28-2012,ITA,27.959646281186792,28.045608520507812,13400,0.3075,green
10-01-2012,ITA,28.217544052443035,28.337892532348633,7200,0.4265,green
10-02-2012,ITA,28.342186238725695,28.324993133544922,3200,-0.0607,red
10-03-2012,ITA,28.2089412179445,28.269115447998047,3400,0.2133,green
10-04-2012,ITA,28.419561319569542,28.41526222229004,12000,-0.0151,red
10-05-2012,ITA,28.65595327502328,28.5227108001709,58000,-0.465,red
10-08-2012,ITA,28.441050720582766,28.376577377319336,16600,-0.2267,red
10-09-2012,ITA,28.3207000333034,28.105791091918945,5400,-0.7588,red
10-10-2012,ITA,28.075701857662924,27.92526626586914,10000,-0.5358,red
10-11-2012,ITA,27.95965701992672,28.071407318115234,17400,0.3997,green
10-12-2012,ITA,28.17025744851,28.07999610900879,9000,-0.3204,red
10-15-2012,ITA,28.148769685846094,28.251928329467773,7600,0.3665,green
10-16-2012,ITA,28.36797772569558,28.62156867980957,6000,0.8939,green
10-17-2012,ITA,28.509824653842614,28.70754051208496,15600,0.6935,green
10-18-2012,ITA,28.686032150167257,28.866558074951172,7800,0.6293,green
10-19-2012,ITA,28.638754224874504,28.428144454956055,7400,-0.7354,red
10-22-2012,ITA,28.367974855333564,28.294906616210938,9400,-0.2576,red
10-23-2012,ITA,28.024121439325196,28.075700759887695,5000,0.1841,green
10-24-2012,ITA,28.221838146842703,28.114383697509766,27600,-0.3807,red
10-25-2012,ITA,28.14447029453947,28.032716751098633,29600,-0.3971,red
10-26-2012,ITA,28.097187636380525,28.067100524902344,17800,-0.1071,red
10-31-2012,ITA,28.282011228404187,28.26051902770996,4600,-0.076,red
11-01-2012,ITA,28.29920897553487,28.53131103515625,25000,0.8202,green
11-02-2012,ITA,28.651663860526657,28.376577377319336,10200,-0.9601,red
11-05-2012,ITA,28.27341223089213,28.393760681152344,9000,0.4257,green
11-06-2012,ITA,28.604373895866612,28.883752822875977,43600,0.9767,green
11-07-2012,ITA,28.539900130935326,28.01122283935547,32800,-1.8524,red
11-08-2012,ITA,27.938158545810108,27.701757431030273,61400,-0.8462,red
11-09-2012,ITA,27.56421968365292,27.822113037109375,14400,0.9356,green
11-12-2012,ITA,27.959656930374372,27.98114585876465,4200,0.0769,green
11-13-2012,ITA,27.994046209238125,27.951065063476562,21000,-0.1535,red
11-14-2012,ITA,27.94246037313368,27.280540466308594,12000,-2.3689,red
11-15-2012,ITA,27.216067901281075,27.14299964904785,25200,-0.2685,red
11-16-2012,ITA,27.031238540002857,27.228954315185547,8400,0.7314,green
11-19-2012,ITA,27.516932169252783,27.804912567138672,7600,1.0466,green
11-20-2012,ITA,27.76623484456617,27.88658332824707,18600,0.4334,green
11-21-2012,ITA,27.93815453424255,28.122976303100586,43000,0.6615,green
11-23-2012,ITA,28.148763778831782,28.355077743530273,6400,0.7329,green
11-26-2012,ITA,28.29920955049631,28.41526222229004,14200,0.4101,green
11-27-2012,ITA,28.410963617871857,28.496929168701172,8400,0.3026,green
11-28-2012,ITA,28.38517457443418,28.737625122070312,5000,1.2417,green
11-29-2012,ITA,28.83217796890994,28.939632415771484,14000,0.3727,green
11-30-2012,ITA,28.969719529722738,28.939632415771484,16600,-0.1039,red
12-03-2012,ITA,28.98691433872575,28.64305877685547,25400,-1.1862,red
12-04-2012,ITA,28.82787658886558,28.75050926208496,38400,-0.2684,red
12-05-2012,ITA,28.780606887636278,28.793500900268555,6400,0.0448,green
12-06-2012,ITA,28.797791123296964,28.767704010009766,7200,-0.1045,red
12-07-2012,ITA,28.875171052297183,28.905258178710938,10800,0.1042,green
12-10-2012,ITA,28.896648715487537,29.16313362121582,29000,0.9222,green
12-11-2012,ITA,29.270597859936895,29.26200294494629,32400,-0.0294,red
12-12-2012,ITA,29.36084965713279,29.14594078063965,15600,-0.732,red
12-13-2012,ITA,29.176024587476704,28.913835525512695,4400,-0.8986,red
12-14-2012,ITA,28.85796382515546,28.840770721435547,13400,-0.0596,red
12-17-2012,ITA,28.875163363795853,28.900951385498047,14000,0.0893,green
12-18-2012,ITA,29.01270757170679,29.451120376586914,10400,1.5111,green
12-19-2012,ITA,29.555844756544055,29.634069442749023,13600,0.2647,green
12-20-2012,ITA,29.725333998978307,29.738370895385742,10600,0.0439,green
12-21-2012,ITA,29.50369882361225,29.70360565185547,6200,0.6776,green
12-24-2012,ITA,29.703606340596938,29.61234474182129,2400,-0.3072,red
12-26-2012,ITA,29.512395298405597,29.529775619506836,4800,0.0589,green
12-27-2012,ITA,29.473272156010566,29.525423049926758,13600,0.1769,green
12-28-2012,ITA,29.308148408065193,29.14735221862793,11200,-0.5486,red
12-31-2012,ITA,29.03869775497873,29.66014862060547,26000,2.1401,green
01-02-2013,ITA,30.294635426046007,30.35982322692871,22600,0.2152,green
01-03-2013,ITA,30.420657612930096,30.498882293701172,15600,0.2571,green
01-04-2013,ITA,30.56407272238021,30.668371200561523,8400,0.3412,green
01-07-2013,ITA,30.620575821322095,30.516277313232422,2400,-0.3406,red
01-08-2013,ITA,30.25119309478418,30.090396881103516,9000,-0.5315,red
01-09-2013,ITA,30.199027144007623,30.381553649902344,12000,0.6044,green
01-10-2013,ITA,30.338092121195892,30.429353713989258,15800,0.3008,green
01-11-2013,ITA,30.44673471399228,30.259864807128906,20400,-0.6138,red
01-14-2013,ITA,30.229452647136345,30.19034194946289,3800,-0.1294,red
01-15-2013,ITA,30.112120881761324,30.446746826171875,9000,1.1113,green
01-16-2013,ITA,30.272904228446322,30.146875381469727,13200,-0.4163,red
01-17-2013,ITA,30.246831909920544,30.507579803466797,52000,0.8621,green
01-18-2013,ITA,30.53799393855994,30.637948989868164,6600,0.3273,green
01-22-2013,ITA,30.61623480007052,30.79876136779785,9200,0.5962,green
01-23-2013,ITA,30.711840340363946,30.88132667541504,7800,0.5519,green
01-24-2013,ITA,30.924777144338346,30.989961624145508,5800,0.2108,green
01-25-2013,ITA,31.016044519518886,30.972583770751953,3400,-0.1401,red
01-28-2013,ITA,30.781376618013663,30.6510009765625,3200,-0.4236,red
01-29-2013,ITA,30.642295726600345,30.637948989868164,10000,-0.0142,red
01-30-2013,ITA,30.681412409175543,30.329402923583984,9200,-1.1473,red
01-31-2013,ITA,30.246833397547377,30.029542922973633,18800,-0.7184,red
02-01-2013,ITA,30.259874969143464,30.22511100769043,15800,-0.1149,red
02-04-2013,ITA,30.09908570081534,29.97305679321289,14400,-0.4187,red
02-05-2013,ITA,30.155575239873897,30.35548210144043,4600,0.6629,green
02-06-2013,ITA,30.212071691165114,30.364177703857422,5200,0.5035,green
02-07-2013,ITA,30.42500697960885,30.668371200561523,12600,0.7999,green
02-08-2013,ITA,30.772687428345613,30.833528518676758,14200,0.1977,green
02-11-2013,ITA,30.842208921817157,30.824825286865234,6200,-0.0564,red
02-12-2013,ITA,30.83785819600567,30.876972198486328,4800,0.1268,green
02-13-2013,ITA,30.90306187559557,30.78137969970703,4000,-0.3938,red
02-14-2013,ITA,30.698815485680342,30.80746078491211,62600,0.3539,green
02-15-2013,ITA,30.551044569454703,30.77702522277832,7000,0.7397,green
02-19-2013,ITA,30.859591981031627,30.920433044433594,3600,0.1972,green
02-20-2013,ITA,30.9421694848011,30.6510009765625,4000,-0.941,red
02-21-2013,ITA,30.420669789485224,30.390249252319336,35200,-0.1,red
02-22-2013,ITA,30.68142644975419,30.75965118408203,14400,0.255,green
02-25-2013,ITA,30.93347653576776,30.21207046508789,51000,-2.3321,red
02-26-2013,ITA,30.377204674423897,30.368511199951172,9800,-0.0286,red
02-27-2013,ITA,30.359826671609454,30.946510314941406,4600,1.9324,green
02-28-2013,ITA,30.894359684931008,30.937820434570312,16400,0.1407,green
03-01-2013,ITA,30.568430101297167,30.837871551513672,20800,0.8814,green
03-04-2013,ITA,30.58145624141475,30.70313835144043,13200,0.3979,green
03-05-2013,ITA,30.85090877799418,31.094276428222656,12800,0.7889,green
03-06-2013,ITA,31.12469619157765,31.20292091369629,18600,0.2513,green
03-07-2013,ITA,31.224644365149697,31.433244705200195,10400,0.6681,green
03-08-2013,ITA,31.559279220254123,31.67226791381836,12800,0.358,green
03-11-2013,ITA,31.58535011339378,31.811330795288086,6800,0.7155,green
03-12-2013,ITA,31.7852465003284,31.95038604736328,78200,0.5195,green
03-13-2013,ITA,31.94604803145874,32.298057556152344,9800,1.1019,green
03-14-2013,ITA,32.35021530533146,32.445823669433594,8600,0.2955,green
03-15-2013,ITA,32.402351575062305,32.650062561035156,10400,0.7645,green
03-18-2013,ITA,32.40234901692235,32.50230407714844,6000,0.3085,green
03-19-2013,ITA,32.58054767045103,32.493629455566406,47200,-0.2668,red
03-20-2013,ITA,32.68047332763672,32.68047332763672,17800,0.0,green
03-21-2013,ITA,32.64138226946074,32.38063430786133,19200,-0.7988,red
03-22-2013,ITA,32.40234762140014,32.38496398925781,3800,-0.0536,red
03-25-2013,ITA,32.26160861308814,32.16569519042969,14000,-0.2973,red
03-26-2013,ITA,32.401101845501394,32.449058532714844,5800,0.148,green
03-27-2013,ITA,32.21799717751025,32.287750244140625,2200,0.2165,green
03-28-2013,ITA,32.50573135497032,32.584205627441406,4400,0.2414,green
04-01-2013,ITA,32.741164160824326,32.261600494384766,7400,-1.4647,red
04-02-2013,ITA,32.37057621808059,31.960765838623047,4400,-1.266,red
04-03-2013,ITA,32.22673393200702,32.04798889160156,7600,-0.5546,red
04-04-2013,ITA,32.2615925153634,32.113365173339844,3800,-0.4595,red
04-05-2013,ITA,31.734065142087466,32.1089973449707,6000,1.1815,green
04-08-2013,ITA,32.161315072104635,32.29210662841797,37400,0.4067,green
04-09-2013,ITA,32.42726435175171,32.43598556518555,7400,0.0269,green
04-10-2013,ITA,32.50136941227372,32.86758041381836,19400,1.1268,green
04-11-2013,ITA,32.967850537353094,33.050682067871094,5400,0.2512,green
04-12-2013,ITA,32.94169365299302,32.93297576904297,4200,-0.0265,red
04-15-2013,ITA,32.64523832894708,32.05232238769531,11600,-1.8162,red
04-16-2013,ITA,32.29647068791457,32.174400329589844,4200,-0.378,red
04-17-2013,ITA,32.056683510207954,31.620716094970703,7600,-1.36,red
04-18-2013,ITA,31.389659500994945,31.332984924316406,8400,-0.1806,red
04-19-2013,ITA,31.533538044110045,31.76896095275879,6400,0.7466,green
04-22-2013,ITA,31.520452158983723,31.812549591064453,5800,0.9267,green
04-23-2013,ITA,32.04360157448325,32.1089973449707,10200,0.2041,green
04-24-2013,ITA,32.34443650501597,32.55805969238281,50200,0.6605,green
04-25-2013,ITA,32.558043974084065,32.86758041381836,11400,0.9507,green
04-26-2013,ITA,32.82834960761983,32.736793518066406,4600,-0.2789,red
04-29-2013,ITA,32.76294917958306,32.83706283569336,1400,0.2262,green
04-30-2013,ITA,32.86322698206269,32.9940185546875,9000,0.398,green
05-01-2013,ITA,32.959135715301606,32.75423049926758,8000,-0.6217,red
05-02-2013,ITA,32.797824835733955,33.04196548461914,2400,0.7444,green
05-03-2013,ITA,33.351516674121015,33.44306945800781,5400,0.2745,green
05-06-2013,ITA,33.45178977751489,33.60437774658203,11600,0.4561,green
05-07-2013,ITA,33.730811122733414,33.82672119140625,7200,0.2843,green
05-08-2013,ITA,33.761320697962155,33.83107376098633,12000,0.2066,green
05-09-2013,ITA,33.988025231561984,34.05342102050781,4400,0.1924,green
05-10-2013,ITA,34.136236807657085,34.205989837646484,5600,0.2043,green
05-13-2013,ITA,34.15369970132346,34.110103607177734,3000,-0.1276,red
05-14-2013,ITA,34.236528927950175,34.554786682128906,6400,0.9296,green
05-15-2013,ITA,34.43271578374289,34.803287506103516,34400,1.0762,green
05-16-2013,ITA,34.798912875225234,34.607086181640625,53200,-0.5512,red
05-17-2013,ITA,34.759691229022074,35.200016021728516,10000,1.2668,green
05-20-2013,ITA,35.20873640569832,35.239253997802734,21800,0.0867,green
05-21-2013,ITA,35.313360036843285,35.2087287902832,3400,-0.2963,red
05-22-2013,ITA,35.348249466818125,34.781490325927734,27600,-1.6034,red
05-23-2013,ITA,34.46324468437239,34.83381652832031,14800,1.0753,green
05-24-2013,ITA,34.790207641860306,34.96459197998047,10800,0.5012,green
05-28-2013,ITA,35.35260178220896,35.40055847167969,26800,0.1357,green
05-29-2013,ITA,35.204363486300046,35.12152862548828,8400,-0.2353,red
05-30-2013,ITA,35.23490221709995,35.38313293457031,11200,0.4207,green
05-31-2013,ITA,35.23926036132631,35.18694305419922,11200,-0.1485,red
06-03-2013,ITA,35.22182250363655,35.269779205322266,258600,0.1362,green
06-04-2013,ITA,35.33516575402357,35.0387077331543,41400,-0.839,red
06-05-2013,ITA,34.85560028466663,34.56786346435547,14800,-0.8255,red
06-06-2013,ITA,34.55041960481656,35.00382614135742,13000,1.3123,green
06-07-2013,ITA,35.160775379899505,35.60982131958008,30600,1.2771,green
06-10-2013,ITA,35.72753493514322,35.518272399902344,57200,-0.5857,red
06-11-2013,ITA,35.77549293071192,35.352603912353516,47400,-1.1821,red
06-12-2013,ITA,35.55314776056055,35.05178451538086,19400,-1.4102,red
06-13-2013,ITA,35.31336583714928,35.5575065612793,21800,0.6914,green
06-14-2013,ITA,35.47467506405231,35.4049186706543,7200,-0.1966,red
06-17-2013,ITA,35.644703712265226,35.666500091552734,65200,0.0611,green
06-18-2013,ITA,35.701386107951606,36.12427520751953,22400,1.1845,green
06-19-2013,ITA,36.1591507218828,35.59675216674805,29200,-1.5553,red
06-20-2013,ITA,35.247968542283985,35.05178451538086,30800,-0.5566,red
06-21-2013,ITA,35.13026051787204,35.0081901550293,18200,-0.3475,red
06-24-2013,ITA,34.746602440779164,34.615814208984375,64000,-0.3764,red
06-25-2013,ITA,34.934072802431444,34.67249298095703,14000,-0.7488,red
06-26-2013,ITA,34.84736441466989,35.162132263183594,31800,0.9033,green
06-27-2013,ITA,35.69111669962502,35.7741813659668,60200,0.2327,green
